dates,values,Speed,Rest_Time,Intensity,Fatigue
12-02-23 10:34:42,0.6921264595455594,0.0,,,
12-02-23 10:34:42,0.5882899959882101,-1.1537384839705482e+27,,0.29356812875211974,
12-02-23 10:34:43,0.5777503053347269,-1.1710767392759054e+26,,0.2888165988303997,-0.004751529921720066
12-02-23 10:34:43,0.44247058696217006,-1.503107981917299e+27,,0.2204837394901264,-0.06833285934027328
12-02-23 10:34:44,0.40235649214850533,-4.457121645962749e+26,,0.20095538999195453,-0.019528349498171865
12-02-23 10:34:44,0.42409008079104954,2.4148431825049122e+26,,0.21216578255465002,0.011210392562695487
12-02-23 10:34:45,0.5696424775653415,1.6172488530476883e+27,,0.2856298632091946,0.07346408065454457
12-02-23 10:34:45,0.5885728332731459,2.103372856422715e+26,,0.2943915852793941,0.008761722070199485
12-02-23 10:34:45,0.6065308716562059,1.995337598117776e+26,,0.3033652027080088,0.008973617428614744
12-02-23 10:34:46,0.5920229421721565,-1.6119921648943826e+26,,0.2959308714778335,-0.0074343312301753395
12-02-23 10:34:46,0.5692242516411675,-2.5331878367765472e+26,,0.28448546642874495,-0.01144540504908853
12-02-23 10:34:46,0.5601985587014092,-1.0028547710842556e+26,,0.2800491366121504,-0.004436329816594531
12-02-23 10:34:47,0.428536272711224,-1.4629142887798356e+27,,0.2135366792112221,-0.06651245740092832
12-02-23 10:34:48,0.55800728003184,1.4385667480068437e+27,,0.2797229233899234,0.06618624417870128
12-02-23 10:34:48,0.5899417334132724,3.5482725979369346e+26,,0.29514828033653306,0.01542535694660968
12-02-23 10:34:48,0.568011204401652,-2.4367254457356005e+26,,0.2838837659285392,-0.011264514407993864
12-02-23 10:34:49,0.4363270666864183,-1.463157085724819e+27,,0.21743195480034674,-0.06645181112819246
12-02-23 10:34:50,0.5618530445628696,1.394733087516125e+27,,0.28162388882519285,0.0641919340248461
12-02-23 10:34:50,0.5732057889302572,1.2614160408208495e+26,,0.28666596526716964,0.005042076441976795
12-02-23 10:34:51,0.3969836499955919,-1.9580237659407258e+27,,0.19751281311482558,-0.08915315215234407
12-02-23 10:34:51,0.41531678371959263,2.0370148582223054e+26,,0.20776024260270742,0.010247429487881848
12-02-23 10:34:52,0.5854200455877516,1.8900362429795444e+27,,0.2936550409153656,0.08589479831265817
12-02-23 10:34:52,0.5631137556499906,-2.4784766597512305e+26,,0.28143295399200774,-0.012222086923357856
12-02-23 10:34:53,0.4247518877188365,-1.537354088123934e+27,,0.21160726681535627,-0.06982568717665147
12-02-23 10:34:53,0.4128657910558913,-1.3206774069939124e+26,,0.20636686165759593,-0.005240405157760336
12-02-23 10:34:54,0.587363044420878,1.9388583707220754e+27,,0.29465095139580005,0.08828408973820412
12-02-23 10:34:55,0.42969744404157,-1.7518400042145338e+27,,0.21397280201867774,-0.08067814937712231
12-02-23 10:34:55,0.4093853500154283,-2.2568993362379665e+26,,0.20457983004090224,-0.0093929719777755
12-02-23 10:34:55,0.4107469982571072,1.5129424907543248e+25,,0.20538106384100738,0.0008012338001051333
12-02-23 10:34:56,0.41485175490379333,4.560840718540152e+25,,0.20744868165548938,0.0020676178144820034
12-02-23 10:34:56,0.42746855815251666,1.4018670276359256e+26,,0.21380437242764014,0.006355690772150757
12-02-23 10:34:56,0.4426455994447072,1.6863379213545058e+26,,0.22140711661842133,0.007602744190781191
12-02-23 10:34:58,0.5676543845070733,1.3889865006929563e+27,,0.2845216855038831,0.0631145688854618
12-02-23 10:34:58,0.5734308030870225,6.418242866610291e+25,,0.28674749275784434,0.0022258072539612095
12-02-23 10:34:59,0.5572065512339274,-1.802694650343908e+26,,0.2785131408844465,-0.008234351873397827
12-02-23 10:34:59,0.4166337549686432,-1.5619199585031579e+27,,0.20753591750507003,-0.07097722337937648
12-02-23 10:34:59,0.411723878648546,-5.45541813344134e+25,,0.20583466223360578,-0.0017012552714642526
12-02-23 10:34:59,0.4133173922697703,1.7705706902492674e+25,,0.20666754898833642,0.000832886754730644
12-02-23 10:35:00,0.4249234133296543,1.2895578955426614e+26,,0.21252618455960426,0.0058586355712678395
12-02-23 10:35:00,0.4463166991869609,2.3770317619229555e+26,,0.2232772011815766,0.010751016621972337
12-02-23 10:35:01,0.569391303592258,1.3674956045033013e+27,,0.28537939959838066,0.06210219841680406
12-02-23 10:35:02,0.5882098542319404,2.090950071075823e+26,,0.29420947461952396,0.008830075021143302
12-02-23 10:35:02,0.5760656860139635,-1.3493520242196583e+26,,0.2879653754057708,-0.006244099213753185
12-02-23 10:35:02,0.44889769951502484,-1.4129776277659849e+27,,0.22374236094362943,-0.06422301446214135
12-02-23 10:35:02,0.4254441261291504,-2.605952598430494e+26,,0.21259176543465366,-0.011150595508975764
12-02-23 10:35:03,0.4247392482227749,-7.831976737505192e+24,,0.21236570812301872,-0.0002260573116349418
12-02-23 10:35:03,0.43279047807057697,8.945810942002272e+25,,0.2164399680899985,0.004074259966979771
12-02-23 10:35:03,0.44781150420506793,1.6690029038323297e+26,,0.2239892022477256,0.007549234157727097
12-02-23 10:35:05,0.5608147581418356,1.255591710408529e+27,,0.28103517492612207,0.05704597267839648
12-02-23 10:35:06,0.5683445665571425,8.366453794785472e+25,,0.28421411554754517,0.0031789406214230986
12-02-23 10:35:06,0.5668396419949002,-1.6721384024914125e+25,,0.2834114603054377,-0.0008026552421074862
12-02-23 10:35:06,0.5551798144976298,-1.2955363885856063e+26,,0.2775251304293856,-0.005886329876052088
12-02-23 10:35:07,0.4370875060558319,-1.3121367604644207e+27,,0.21788768464768374,-0.05963744578170185
12-02-23 10:35:08,0.4420452316602071,5.508584004861317e+25,,0.22105015875012785,0.003162474102444107
12-02-23 10:35:09,0.5673238237698873,1.391984356774225e+27,,0.2843579040633308,0.06330774531320293
12-02-23 10:35:10,0.5865911775165134,2.1408170829584472e+26,,0.2934026296124046,0.009044725549073818
12-02-23 10:35:10,0.5805270208252801,-6.73795187914809e+25,,0.2902298206532443,-0.003172808959160278
12-02-23 10:35:10,0.5555844108263651,-2.7714011109905506e+26,,0.27765363535763304,-0.012576185295611275
12-02-23 10:35:13,0.44461943043602836,-1.2329442265592973e+27,,0.22169324310473454,-0.055960392252898505
12-02-23 10:35:13,0.4326513608296712,-1.329785511817462e+26,,0.21625919113924472,-0.005434051965489822
12-02-23 10:35:14,0.44064921140670776,8.88650064115173e+25,,0.22036903820655965,0.004109847067314931
12-02-23 10:35:14,0.4448978337976668,4.720691545510025e+25,,0.22247252035656095,0.0021034821500013068
12-02-23 10:35:15,0.44837914903958637,3.8681280465773113e+25,,0.22420891516002606,0.0017363948034651022
12-02-23 10:35:18,0.5622518195046319,1.265251894056061e+27,,0.28175853569934395,0.05754962053931789
12-02-23 10:35:18,0.5700167682435777,8.627720821050938e+25,,0.2850515227258941,0.003292987026550176
12-02-23 10:35:19,0.5707160499360826,7.769796583387588e+24,,0.285361909866333,0.0003103871404388503
12-02-23 10:35:19,0.570258292886946,-5.086189434851582e+24,,0.28512660334875556,-0.00023530651757741605
12-02-23 10:35:19,0.5546006162961324,-1.739741843423724e+26,,0.277213321055895,-0.007913282292860535
12-02-23 10:35:21,0.4411575165059831,-1.2604788865572146e+27,,0.21994851880971295,-0.05726480224618208
12-02-23 10:35:24,0.5550138420528836,1.26507028385445e+27,,0.27813945616836905,0.0581909373586561
12-02-23 10:35:24,0.5640557077195909,1.0046517407452538e+26,,0.2820780864468327,0.0039386302784636396
12-02-23 10:35:25,0.5700905256801181,6.7053532894746485e+25,,0.2850787896065064,0.003000703159673712
12-02-23 10:35:25,0.5624885426627265,-8.446647797101743e+25,,0.28120203809237776,-0.00387675151412864
12-02-23 10:35:26,0.43870598408910966,-1.3753617619290764e+27,,0.21866531116359028,-0.06253672692878748
12-02-23 10:35:26,0.43068982826338875,-8.906839806356561e+25,,0.2153003799326626,-0.0033649312309276813
12-02-23 10:35:27,0.4371996521949768,7.233137701764505e+25,,0.2186359917859972,0.0033356118533346135
12-02-23 10:35:27,0.44022466076744926,3.3611206360805042e+25,,0.22012913598690503,0.00149314420090782
12-02-23 10:35:29,0.5603231920136346,1.3344281249576146e+27,,0.2808288100692961,0.060699674082391075
12-02-23 10:35:29,0.5641284584999084,4.22807387363765e+25,,0.2820853696193224,0.0012565595500262927
12-02-23 10:35:30,0.5596675541665819,-4.956560370362862e+25,,0.2798089942814391,-0.002276375337883274
12-02-23 10:35:30,0.5605306757820977,9.590240172398081e+24,,0.28027013301113507,0.0004611387296959424
12-02-23 10:35:30,0.5585637026362948,-2.1855257175587253e+25,,0.27927092368955964,-0.0009992093215754339
12-02-23 10:35:32,0.44857390059365165,-1.2221089115849244e+27,,0.22367589584103337,-0.05559502784852627
12-02-23 10:35:33,0.43672991130087113,-1.3159988103089468e+26,,0.21829915570992012,-0.00537674013111325
12-02-23 10:35:33,0.4352398481633928,-1.6556257083092756e+25,,0.21761164595315485,-0.0006875097567652644
12-02-23 10:35:33,0.437713364760081,2.748351774098009e+25,,0.21887042413891097,0.0012587781857561209
12-02-23 10:35:34,0.4348303708765242,-3.203326537285315e+25,,0.21739916880557567,-0.0014712553333353084
12-02-23 10:35:34,0.4356935653421614,9.591049618191188e+24,,0.2178515781958898,0.0004524093903141291
12-02-23 10:35:34,0.43950428896480137,4.234137358488839e+25,,0.21977331516919313,0.001921736973303334
12-02-23 10:35:35,0.4486140211423238,0.00010121924641691581,,0.22435762019437036,0.004584305025177232
